Created_Date,Building_Conditions,General_Request,Living_Conditions,Parking_Enforcement,Signal_Sign_Repair,Street_Sidewalk_Repair,Max_TempF,Weather
2015-08-13,1396.0,744.0,926.0,733.0,413.0,1235.0,87,8
2015-08-14,1252.0,748.0,821.0,682.0,259.0,1164.0,86,8
2015-08-15,670.0,642.0,493.0,592.0,145.0,971.0,88,8
2015-08-16,686.0,483.0,487.0,529.0,216.0,944.0,90,6
2015-08-17,1544.0,693.0,989.0,732.0,503.0,1170.0,91,8
2015-08-18,1828.0,740.0,1102.0,760.0,498.0,1245.0,86,8
2015-08-19,1670.0,750.0,1029.0,715.0,533.0,1259.0,86,8
2015-08-20,1432.0,721.0,882.0,721.0,531.0,1059.0,87,8
2015-08-21,1292.0,739.0,890.0,710.0,496.0,1001.0,87,6
2015-08-22,639.0,596.0,482.0,615.0,112.0,1008.0,86,8
2015-08-23,669.0,454.0,522.0,569.0,154.0,868.0,83,8
2015-08-24,1452.0,761.0,1049.0,753.0,425.0,1082.0,84,8
2015-08-25,1664.0,818.0,957.0,771.0,411.0,1124.0,85,8
2015-08-26,1514.0,793.0,927.0,683.0,431.0,1059.0,84,8
2015-08-27,1419.0,798.0,848.0,740.0,449.0,1063.0,83,8
2015-08-28,1108.0,764.0,751.0,707.0,386.0,1043.0,82,8
2015-08-29,685.0,667.0,502.0,666.0,128.0,1010.0,84,8
2015-08-30,547.0,496.0,435.0,592.0,128.0,790.0,84,4
2015-08-31,1547.0,875.0,986.0,780.0,431.0,1027.0,91,8
2015-09-01,1540.0,809.0,1060.0,812.0,1527.0,1038.0,87,8
2015-09-02,1517.0,784.0,978.0,758.0,492.0,1064.0,86,8
2015-09-03,1394.0,756.0,895.0,764.0,414.0,1011.0,93,8
2015-09-04,1293.0,722.0,838.0,708.0,398.0,1084.0,85,8
2015-09-05,686.0,569.0,507.0,648.0,142.0,880.0,81,8
2015-09-06,583.0,486.0,507.0,580.0,119.0,884.0,80,8
2015-09-07,625.0,410.0,575.0,599.0,156.0,965.0,86,8
2015-09-08,1606.0,777.0,1212.0,895.0,526.0,1052.0,91,8
2015-09-09,1748.0,752.0,1226.0,861.0,425.0,959.0,87,6
2015-09-10,1582.0,786.0,1084.0,888.0,508.0,990.0,79,6
2015-09-11,1456.0,801.0,933.0,853.0,522.0,996.0,82,4
2015-09-12,714.0,663.0,598.0,728.0,165.0,752.0,80,4
2015-09-13,714.0,598.0,535.0,661.0,168.0,781.0,79,4
2015-09-14,1575.0,827.0,985.0,698.0,557.0,983.0,78,8
2015-09-15,1565.0,872.0,964.0,695.0,307.0,1047.0,80,8
2015-09-16,1405.0,807.0,898.0,822.0,755.0,1011.0,84,8
2015-09-17,1512.0,796.0,928.0,881.0,622.0,1007.0,84,8
2015-09-18,1249.0,875.0,808.0,893.0,470.0,1056.0,83,8
2015-09-19,810.0,768.0,585.0,756.0,148.0,887.0,80,8
2015-09-20,600.0,575.0,500.0,693.0,136.0,793.0,80,8
2015-09-21,1492.0,902.0,999.0,852.0,787.0,958.0,72,8
2015-09-22,1412.0,868.0,957.0,851.0,486.0,928.0,73,8
2015-09-23,1513.0,876.0,846.0,750.0,483.0,962.0,80,8
2015-09-24,1297.0,879.0,877.0,723.0,536.0,948.0,83,8
2015-09-25,1155.0,862.0,727.0,755.0,534.0,834.0,75,8
2015-09-26,650.0,857.0,476.0,704.0,111.0,762.0,73,8
2015-09-27,658.0,666.0,473.0,698.0,127.0,750.0,72,8
2015-09-28,1479.0,899.0,947.0,769.0,543.0,840.0,79,4
2015-09-29,1429.0,799.0,911.0,762.0,509.0,837.0,80,4
2015-09-30,1592.0,818.0,1035.0,770.0,655.0,1142.0,78,4
2015-10-01,1334.0,801.0,864.0,729.0,539.0,943.0,61,4
2015-10-02,2266.0,765.0,836.0,662.0,599.0,831.0,57,4
2015-10-03,3402.0,600.0,496.0,648.0,239.0,744.0,57,4
2015-10-04,1954.0,550.0,442.0,610.0,140.0,696.0,66,8
2015-10-05,2350.0,886.0,765.0,689.0,531.0,953.0,67,8
2015-10-06,1774.0,946.0,870.0,639.0,430.0,895.0,74,8
2015-10-07,1791.0,916.0,905.0,740.0,586.0,1028.0,71,8
2015-10-08,1581.0,896.0,879.0,822.0,509.0,910.0,70,8
2015-10-09,1337.0,796.0,808.0,792.0,443.0,842.0,74,6
2015-10-10,891.0,741.0,416.0,603.0,138.0,624.0,66,8
2015-10-11,812.0,584.0,391.0,655.0,161.0,599.0,68,8
2015-10-12,1075.0,737.0,690.0,653.0,201.0,654.0,72,8
2015-10-13,1727.0,988.0,953.0,865.0,623.0,988.0,74,4
2015-10-14,1534.0,949.0,835.0,795.0,340.0,888.0,70,8
2015-10-15,1785.0,908.0,802.0,758.0,653.0,797.0,65,8
2015-10-16,1858.0,894.0,758.0,857.0,476.0,812.0,66,8
2015-10-17,2643.0,784.0,439.0,692.0,126.0,513.0,58,8
2015-10-18,4099.0,533.0,440.0,597.0,139.0,414.0,53,8
2015-10-19,4820.0,925.0,1027.0,818.0,492.0,696.0,52,8
2015-10-20,2699.0,865.0,788.0,841.0,470.0,868.0,70,8
2015-10-21,1782.0,925.0,859.0,796.0,393.0,896.0,71,8
2015-10-22,1389.0,942.0,651.0,842.0,528.0,827.0,70,8
2015-10-23,1700.0,797.0,641.0,809.0,709.0,718.0,66,8
2015-10-24,2015.0,757.0,513.0,680.0,151.0,591.0,59,8
2015-10-25,1098.0,600.0,435.0,658.0,126.0,527.0,70,4
2015-10-26,2668.0,822.0,867.0,910.0,459.0,736.0,60,8
2015-10-27,2590.0,842.0,870.0,842.0,516.0,731.0,59,8
2015-10-28,2183.0,735.0,842.0,705.0,649.0,824.0,68,4
2015-10-29,1637.0,832.0,765.0,870.0,556.0,983.0,74,4
2015-10-30,1849.0,795.0,602.0,828.0,422.0,805.0,63,8
2015-10-31,1507.0,721.0,461.0,740.0,167.0,611.0,55,8
2015-11-01,981.0,667.0,378.0,657.0,148.0,486.0,64,8
2015-11-02,1754.0,844.0,822.0,841.0,569.0,838.0,65,8
2015-11-03,1575.0,912.0,713.0,808.0,403.0,717.0,70,8
2015-11-04,1699.0,961.0,883.0,829.0,429.0,733.0,69,8
2015-11-05,1640.0,893.0,712.0,849.0,536.0,794.0,69,1
2015-11-06,1428.0,980.0,745.0,910.0,395.0,876.0,75,0
2015-11-07,996.0,907.0,478.0,746.0,125.0,607.0,70,8
2015-11-08,1333.0,658.0,472.0,680.0,109.0,396.0,60,8
2015-11-09,2500.0,926.0,829.0,903.0,613.0,714.0,59,8
2015-11-10,2086.0,789.0,666.0,816.0,565.0,499.0,59,4
2015-11-11,1221.0,626.0,543.0,762.0,191.0,483.0,59,4
2015-11-12,1317.0,868.0,559.0,907.0,376.0,597.0,60,4
2015-11-13,4853.0,1057.0,1029.0,833.0,558.0,612.0,61,8
2015-11-14,2820.0,752.0,380.0,673.0,166.0,402.0,51,8
2015-11-15,1765.0,623.0,455.0,714.0,127.0,419.0,59,8
2015-11-16,2291.0,904.0,783.0,837.0,598.0,638.0,69,8
2015-11-17,2984.0,947.0,655.0,861.0,548.0,636.0,53,8
2015-11-18,2497.0,901.0,841.0,847.0,487.0,747.0,60,8
2015-11-19,1985.0,841.0,692.0,810.0,473.0,619.0,63,4
2015-11-20,2296.0,838.0,704.0,919.0,507.0,625.0,63,8
2015-11-21,1999.0,781.0,385.0,761.0,115.0,457.0,55,8
2015-11-22,1982.0,570.0,443.0,703.0,114.0,433.0,58,8
2015-11-23,4019.0,735.0,741.0,824.0,725.0,558.0,46,8
2015-11-24,3351.0,763.0,702.0,799.0,555.0,739.0,48,8
2015-11-25,2310.0,644.0,586.0,765.0,373.0,528.0,51,8
2015-11-26,937.0,326.0,288.0,650.0,96.0,305.0,60,8
2015-11-27,1070.0,486.0,449.0,684.0,201.0,495.0,63,0
2015-11-28,1150.0,477.0,396.0,666.0,211.0,325.0,65,4
2015-11-29,1915.0,467.0,393.0,619.0,125.0,322.0,50,4
2015-11-30,3247.0,852.0,741.0,843.0,430.0,661.0,50,8
2015-12-01,2640.0,830.0,683.0,771.0,416.0,641.0,53,4
2015-12-02,2226.0,839.0,757.0,824.0,432.0,509.0,57,1
2015-12-03,2261.0,845.0,681.0,855.0,614.0,860.0,56,8
2015-12-04,2341.0,836.0,672.0,860.0,415.0,657.0,53,8
2015-12-05,1512.0,738.0,438.0,749.0,163.0,425.0,53,8
2015-12-06,1310.0,585.0,387.0,743.0,109.0,483.0,51,8
2015-12-07,2221.0,805.0,776.0,899.0,558.0,958.0,55,8
2015-12-08,2297.0,800.0,735.0,778.0,516.0,684.0,51,8
2015-12-09,2072.0,824.0,730.0,796.0,559.0,669.0,55,8
2015-12-10,1501.0,783.0,674.0,878.0,647.0,697.0,59,8
2015-12-11,1410.0,723.0,650.0,875.0,462.0,703.0,58,0
2015-12-12,833.0,838.0,411.0,822.0,184.0,630.0,64,8
2015-12-13,748.0,664.0,406.0,654.0,103.0,462.0,70,8
2015-12-14,1684.0,800.0,807.0,919.0,558.0,691.0,61,1
2015-12-15,1807.0,781.0,789.0,930.0,503.0,738.0,64,4
2015-12-16,2024.0,737.0,631.0,835.0,538.0,625.0,53,4
2015-12-17,1621.0,724.0,741.0,849.0,600.0,532.0,59,4
2015-12-18,1905.0,746.0,663.0,755.0,515.0,489.0,58,4
2015-12-19,2687.0,604.0,455.0,686.0,123.0,329.0,41,8
2015-12-20,1913.0,527.0,363.0,678.0,129.0,354.0,44,8
2015-12-21,2201.0,673.0,671.0,880.0,725.0,542.0,55,8
2015-12-22,1403.0,693.0,650.0,847.0,461.0,527.0,60,4
2015-12-23,1433.0,641.0,812.0,715.0,476.0,469.0,63,1
2015-12-24,936.0,437.0,469.0,802.0,384.0,499.0,69,1
2015-12-25,412.0,270.0,237.0,469.0,71.0,333.0,64,1
2015-12-26,828.0,401.0,313.0,591.0,71.0,304.0,60,4
2015-12-27,952.0,434.0,358.0,606.0,118.0,346.0,63,1
2015-12-28,2381.0,710.0,731.0,788.0,423.0,608.0,48,5
2015-12-29,2568.0,708.0,755.0,776.0,534.0,490.0,49,5
2015-12-30,2087.0,757.0,759.0,744.0,483.0,499.0,51,4
2015-12-31,0.0,1.0,60.0,0.0,0.0,0.0,52,4
